product_sku_hash_te,hashed_url_te,category_hash_te,product_id,add_count_during_session,has_been_detailed,price_bucket,session_length,session_interaction_count,session_detail_count,session_pageview_count,session_query_count,nb_click_before,nb_click_after,nb_add_before,nb_add_after,image_data,description_data
0.44700698267495087,0.41470100201621724,0.805562931486227,11951,3,1,3.0,440629,18,5.0,10,1,11,6,2,0,0.7336617735773175,0.4832896804609743
0.2887265825708647,0.4147405001574696,0.5861403344647353,10240,1,1,3.0,395802,11,2.0,7,0,2,8,0,0,0.6137140559018701,0.3261393399685699
0.188918044154863,0.41467757521925164,0.26211259898331224,9811,1,0,10.0,586094,10,1.0,7,1,4,5,0,0,0.6701186406595616,0.24452592980618124
0.7762498846882917,0.41473669711620004,0.8055847964163367,10770,2,1,4.0,2460561,48,6.0,39,1,10,37,0,1,0.5483611502111402,0.7879518072289157
0.776227208608601,0.41467439744266266,0.8055466349317519,10770,2,1,4.0,2460561,48,6.0,39,1,28,19,1,0,0.5483611502111402,0.7879518072289157
0.3907956420144353,0.4146589297249057,0.38198215917812195,10374,2,1,8.0,635925,11,2.0,5,0,2,8,0,1,0.3603458676855017,0.43132530120481927
0.3852557377497956,0.41467768535688254,0.3819936478861668,14091,2,1,8.0,635925,11,2.0,5,0,5,5,1,0,0.3280715865674643,0.42619172341540074
0.4316720807064556,0.41466266999885065,0.6514696460977494,3922,4,1,9.0,827831,43,10.0,26,0,11,31,0,3,0.7424090086466921,0.4691461498166579
0.4316855200772024,0.41469959297766773,0.6514922631614826,3922,4,1,9.0,827831,43,10.0,26,0,12,30,1,2,0.7424090086466921,0.4691461498166579
0.43168910217756556,0.41470943434792573,0.6514982914643302,4864,4,1,9.0,827831,43,10.0,26,0,23,19,2,1,0.6301025537904685,0.4691461498166579
0.43167683969279713,0.4146757447151388,0.6514776549773429,4864,4,1,9.0,827831,43,10.0,26,0,39,3,3,0,0.6301025537904685,0.4691461498166579
0.4316941421812651,0.4147232811234439,0.651506773266569,4864,1,1,9.0,632596,40,15.0,24,0,35,4,0,0,0.6301025537904685,0.4691461498166579
0.4646187667999758,0.4146558676762667,0.6514654793547524,7206,1,1,8.0,1168769,42,8.0,33,0,37,4,0,0,0.6486024532475367,0.4996333158721844
0.6177055854196178,0.4146652819572672,0.726974581375814,7239,1,1,8.0,2385904,35,9.0,24,0,7,27,0,0,0.6273878946310074,0.6412781561026716
0.562726910398634,0.41470696656968054,0.7270001151644153,9378,4,1,3.0,803219,37,9.0,20,0,4,32,0,3,0.6473959380655541,0.5925615505500261
0.44535053685103554,0.4146499271194569,0.7220008480559731,18899,4,1,6.0,803219,37,9.0,20,0,8,28,1,2,0.5115624371606676,0.47270822420115244
0.48014767747754794,0.4146939278650602,0.7220278005852516,11799,4,1,2.0,803219,37,9.0,20,0,12,24,2,1,0.6563442589985924,0.5033001571503405
0.4402611230489601,0.4146994177976471,0.722031163427557,14905,4,1,1.0,803219,37,9.0,20,0,27,9,3,0,0.35481600643474764,0.4704033525405972
0.5205402756114863,0.4146525981572562,0.7220024841924408,8336,1,1,6.0,478886,11,3.0,7,0,4,6,0,0,0.5115624371606676,0.5537977998952331
0.4420417010973477,0.4146743211751345,0.7220157905641251,18076,2,1,1.0,941155,39,15.0,22,0,9,29,0,1,0.5856625779207723,0.4643268727082242
0.562737659121848,0.4147364973332126,0.727018204148086,9378,2,1,3.0,941155,39,15.0,22,0,37,1,1,0,0.6473959380655541,0.5925615505500261
0.5205484305369217,0.41467500278800706,0.722016208084116,8336,1,1,6.0,1594158,14,4.0,9,0,8,5,0,0,0.5115624371606676,0.5537977998952331
0.37015239737664274,0.4146496106851434,0.34438694293710537,17676,1,1,10.0,771009,15,4.0,8,0,7,7,0,0,0.6629800924994973,0.41204819277108434
0.4460244240770094,0.41466015713092685,0.4171315875565443,13527,1,1,3.0,160044,14,6.0,7,0,10,3,0,0,0.3583350090488639,0.47344159245678363
0.5948723994518816,0.4147179399600964,0.8342078154500157,12984,8,1,9.0,3189846,91,26.0,49,0,16,74,0,7,0.5656545344862256,0.6204295442640126
0.6421885219628709,0.41473624086828287,0.8342190256183197,3768,8,1,10.0,3189846,91,26.0,49,0,22,68,1,6,0.5225216167303439,0.6639078051335778
0.6558800997274746,0.4147116952009251,0.8342039902408722,9882,8,1,10.0,3189846,91,26.0,49,0,26,64,2,5,0.2747838326965615,0.6765845992666317
0.5913495021095305,0.4147364421531471,0.8342191489147803,16583,8,1,10.0,3189846,91,26.0,49,0,32,58,3,4,0.5856625779207723,0.616867469879518
0.5610850725158008,0.4146620592189373,0.8341735858638679,14869,8,1,10.0,3189846,91,26.0,49,0,38,52,4,3,0.41473959380655545,0.5888947092718702
0.8252469157390949,0.41465313235257856,0.8341681177377349,19074,8,1,9.0,3189846,91,26.0,49,0,50,40,5,2,0.34325356927408,0.8333158721843897
0.24427919363202197,0.4146582611783612,0.34439224177167116,12139,8,1,10.0,3189846,91,26.0,49,0,65,25,6,1,0.6417655338829681,0.2957569408067051
0.24428698944500785,0.414679679192877,0.3444053613144292,12139,8,1,10.0,3189846,91,26.0,49,0,67,23,7,0,0.6417655338829681,0.2957569408067051
0.36238677309545597,0.41468969667765687,0.7269895365420755,3846,1,1,9.0,738197,25,6.0,18,0,15,9,0,0,0.5115624371606676,0.40502881089575693
0.45690790860619657,0.41470621467453694,0.48007110716134554,13108,3,1,5.0,8271649,199,66.0,130,0,5,193,0,2,0.5704805952141565,0.48768988999476165
0.28326660667130926,0.414649760589134,0.48003652637484173,10167,3,1,5.0,8271649,199,66.0,130,0,94,104,1,1,0.43897044037804145,0.2953378732320586
0.4694833992517187,0.4147289968993616,0.4800850623471769,1046,3,1,6.0,8271649,199,66.0,130,0,197,1,2,0,0.318117836316107,0.4929282346778418
0.4568952107095539,0.41467132880245333,0.4800497379214418,13108,1,1,5.0,1148254,37,13.0,23,0,9,27,0,0,0.5704805952141565,0.48768988999476165
0.5194336615472217,0.4146911770887287,0.7269904433635899,6779,2,1,9.0,3977191,107,31.0,74,0,83,23,0,1,0.5389101146189423,0.5503404924044002
0.6080473831392776,0.4146629964623636,0.7269731814025304,15178,2,1,7.0,3977191,107,31.0,74,0,90,16,1,0,0.5373014277096321,0.6323729701414353
0.4516050732073776,0.4146982242339161,0.6514914247414618,4375,1,1,6.0,1906405,26,3.0,20,2,7,18,0,0,0.6211542328574301,0.4608695652173913
0.521248366105619,0.41470331540152894,0.7269978786519391,14555,2,1,6.0,268199,13,4.0,7,1,2,10,0,1,0.49899457068168107,0.5520167627029858
0.5212466568527299,0.41469861944444825,0.7269950021570304,14555,2,1,6.0,268199,13,4.0,7,1,3,9,1,0,0.49899457068168107,0.5520167627029858
0.42431046528011773,0.4146575919198159,0.5739193537804335,9222,1,1,10.0,637638,25,1.0,4,0,2,22,0,0,0.726724311280917,0.46233630172865375
0.6910757343237979,0.41470707519987215,0.7270001817055246,10002,1,1,7.0,209147,10,1.0,7,0,2,7,0,0,0.5115624371606676,0.7092718700890519
0.6065161265516553,0.4147203664311675,0.7270083232107587,20892,1,1,7.0,145919,11,5.0,5,0,6,4,0,0,0.5334807963000201,0.6309062336301728
0.40671690647465364,0.4146832801260314,0.5728027253691798,2601,1,1,5.0,12777,4,1.0,2,0,2,1,0,0,0.5126684094108185,0.44463069669984284
0.4881753472805841,0.41467039965803665,0.7269777162085977,5860,1,0,6.0,161562,5,,4,1,4,0,0,0,0.546651920369998,0.5214248297537978
0.4241811520871731,0.41474034953591565,0.4800920163718171,17821,1,1,2.0,118700,10,3.0,6,1,2,7,0,0,0.661471948522019,0.443268727082242
0.3676971685967424,0.414658677554231,0.46172802198519347,17050,1,1,9.0,774359,15,4.0,10,0,8,6,0,0,0.7417052081238689,0.40995285489785227
0.4681374681734492,0.4146789336779285,0.5861026220960094,4196,1,1,6.0,1351145,17,5.0,11,1,6,10,0,0,0.23607480394128294,0.5028810895756941
0.1035522782787085,0.41469863185996303,0.35664699624054075,3041,1,1,2.0,733760,19,1.0,10,1,3,15,0,0,0.19897446209531472,0.16553169198533263
0.4740380427289004,0.414714675141404,0.6515015016971962,9379,1,1,8.0,664979,8,1.0,5,0,2,5,0,0,0.6648904082043032,0.5083289680460974
0.3887616435640217,0.41467017760833524,0.6514742448621946,1253,1,1,8.0,1967330,11,2.0,7,1,6,4,0,0,0.6803740197064146,0.42943949711891044
0.6564338146674116,0.4146775676931802,0.810508399550284,18158,1,1,10.0,92301,3,1.0,1,0,2,0,0,0,0.48672833299819024,0.6771084337349398
0.502680916766788,0.41470465196061734,0.6514953620268359,10496,1,0,9.0,0,1,,0,0,0,0,0,0,0.5414236879147396,0.534834992142483
0.7414784402929083,0.41470745244350793,0.7270004127850211,14529,1,1,7.0,396500,8,1.0,5,0,2,5,0,0,0.6346269857229037,0.7557883708748036
0.4424529728990157,0.4147294116954795,0.6515105285307132,10851,1,1,8.0,764578,18,3.0,13,0,4,13,0,0,0.6538306857027951,0.4790990047145102
0.52633130813598,0.4146704101656116,0.6514743873144807,19584,2,1,6.0,261952,25,5.0,17,0,2,22,0,1,0.5509752664387694,0.556731272917758
0.5089015491839215,0.4146911979981911,0.6514871208411188,9550,2,1,8.0,261952,25,5.0,17,0,12,12,1,0,0.5581138145988337,0.5405971712938711
0.7040049448635497,0.4147205327946153,0.7270084251162068,19358,1,1,7.0,1177164,31,9.0,21,0,17,13,0,0,0.6554393726121054,0.721110529072813
0.435534245770367,0.4146968314100733,0.7269939069017527,2529,1,1,6.0,86102,7,2.0,4,0,6,0,0,0,0.6706213553187211,0.47270822420115244
0.4355309306722262,0.41468772359537454,0.7269883279362382,2529,1,1,6.0,38544,4,1.0,2,0,2,1,0,0,0.6706213553187211,0.47270822420115244
0.5828399763864959,0.41468840971387744,0.7269887482161399,4045,4,1,5.0,323230,41,8.0,29,0,13,27,0,3,0.6424693344057912,0.6090099528548979
0.4129881876893322,0.4146588666794558,0.48004210428409405,20512,4,1,2.0,323230,41,8.0,29,0,19,21,1,2,0.5284536497084256,0.45185961236249345
0.4130055278021124,0.41470650645582124,0.4800712858911261,20512,4,1,2.0,323230,41,8.0,29,0,23,17,2,1,0.5284536497084256,0.45185961236249345
0.6363130442897058,0.4146581225384464,0.48004164846267405,1415,4,1,2.0,323230,41,8.0,29,0,38,2,3,0,0.24069977880555,0.6654793085385018
0.41299205760587165,0.41466949878784104,0.4800486169512913,20512,1,1,2.0,2348030,66,13.0,49,0,57,8,0,0,0.5284536497084256,0.45185961236249345
0.6711468644633116,0.41465969018630944,0.999949474121739,20839,1,1,10.0,250185,15,5.0,9,0,11,3,0,0,0.3611502111401569,0.6907281299109481
0.5342837396900713,0.4147386897951932,0.6177737511061446,8553,2,1,5.0,4520188,24,7.0,15,0,8,15,0,1,0.6978684898451639,0.5640649554740702
0.5342540343429005,0.4146570780943927,0.6177237600951938,8553,2,1,5.0,4520188,24,7.0,15,0,13,10,1,0,0.6978684898451639,0.5640649554740702
0.5342719580161952,0.41470632112978845,0.6177539237739014,8553,1,1,5.0,683896,9,1.0,6,0,2,6,0,0,0.6978684898451639,0.5640649554740702
0.5367602240194986,0.4146988044923557,0.72699511550759,3089,2,1,2.0,275244,8,1.0,5,0,2,5,0,1,0.44198672833299824,0.5663698271346255
0.536766630539112,0.41471640559827294,0.7270058970140411,3089,2,1,2.0,275244,8,1.0,5,0,3,4,1,0,0.44198672833299824,0.5663698271346255
0.53641616381346,0.4146867761447486,0.6334944660252053,14933,1,1,8.0,138991,17,4.0,12,0,15,1,0,0,0.5496682083249548,0.5660555264536407
0.5364197144365969,0.4146965310347164,0.6335004413548017,14933,1,1,8.0,518114,12,3.0,7,0,6,5,0,0,0.5496682083249548,0.5660555264536407
0.386050882358785,0.41468741414200677,0.3444100993351157,11205,1,1,10.0,2209999,25,1.0,16,0,9,15,0,0,0.5328775387090288,0.42692509167103193
0.3058609851109445,0.4147086849447852,0.4310087325209664,3837,1,1,8.0,537290,28,6.0,21,0,2,25,0,0,0.3678865875728936,0.35138816134101625
0.3058431337181185,0.41465964049087534,0.430978690482773,3837,1,1,8.0,43926,5,2.0,2,0,2,2,0,0,0.3678865875728936,0.35138816134101625
0.45872969845343575,0.4146524456055124,0.7269667185057249,7807,2,1,7.0,418335,32,9.0,21,0,7,24,0,1,0.5395133722099337,0.49418543740178106
0.30585581314173604,0.4146944756106487,0.43100002863449605,3837,2,1,8.0,418335,32,9.0,21,0,22,9,1,0,0.3678865875728936,0.35138816134101625
0.3058660760430168,0.41472267163959453,0.4310173000303618,3837,1,1,8.0,370661,19,4.0,14,0,4,14,0,0,0.3678865875728936,0.35138816134101625
0.5993307266949056,0.41467286323102687,0.5860989036613419,16875,2,1,3.0,2444287,80,14.0,62,2,8,71,0,1,0.7209933641664992,0.635620743844945
0.48458544267014025,0.41468722775909783,0.5861077026114072,7321,2,1,3.0,2444287,80,14.0,62,2,52,27,1,0,0.534586768550171,0.5099004714510215
0.7268738451843757,0.41471221778729617,0.7270033317825566,17089,1,0,9.0,5098197,31,,29,1,26,4,0,0,0.552181781620752,0.7422734415924568
0.7268630490152093,0.41468255667198417,0.7269851629522807,17089,1,1,9.0,23329,3,1.0,1,0,2,0,0,0,0.552181781620752,0.7422734415924568
0.46258740804499665,0.4146743677833774,0.6514768115417806,16338,1,1,9.0,902264,18,1.0,15,0,7,10,0,0,0.7854413834707421,0.4977475117862755
0.522139027371612,0.4146579590341271,0.7269700957404541,96,2,1,7.0,2959066,28,3.0,22,3,5,22,0,1,0.5115624371606676,0.5528548978522787
0.5221662143012317,0.4147326516998299,0.7270158485164957,96,2,1,7.0,2959066,28,3.0,22,3,22,5,1,0,0.5115624371606676,0.5528548978522787
0.5088271136892969,0.4146784659934978,0.48005410978714436,5748,2,1,1.0,568381,28,8.0,18,0,9,18,0,1,0.39121254775789266,0.5405971712938711
0.45026993134076526,0.41474114438473525,0.4800925032541594,20067,2,1,1.0,568381,28,8.0,18,0,21,6,1,0,0.418861854011663,0.4863279203771608
0.5455458448143777,0.4146975902972877,0.6187036546048001,7080,1,1,8.0,621349,15,7.0,7,0,14,0,0,0,0.5568067564850191,0.6133053954950236
0.31404896938349913,0.4146854006147389,0.5861065833994222,259,1,1,5.0,144275,14,2.0,11,0,5,8,0,0,0.29026744419867284,0.36018858040859086
0.5891669122026224,0.41465050585376967,0.6514621949859114,7576,1,1,8.0,660777,5,1.0,3,0,2,2,0,0,0.6881158254574704,0.6148768988999476
0.33631855448071574,0.41472690149199637,0.7270123262433417,17739,1,1,7.0,578802,18,3.0,14,0,13,4,0,0,0.5115624371606676,0.38082765845992667
0.8389696243526463,0.4147141184012423,0.8055709658898849,8105,1,1,4.0,145490,5,2.0,2,0,4,0,0,0,0.5598230444399759,0.8459926663174437
0.6292732076071804,0.41467908556217153,0.834184015301102,14537,2,1,10.0,898028,66,7.0,23,0,14,51,0,1,0.24663181178363164,0.6739654269250916
0.6292665926728084,0.4146609118629488,0.8341728830542802,14537,2,1,10.0,898028,66,7.0,23,0,16,49,1,0,0.24663181178363164,0.6739654269250916
0.16968578050377964,0.41472191726913554,0.46977408973701734,5161,1,1,6.0,873294,23,1.0,19,1,4,18,0,0,0.5296601648904082,0.22671555788370873
0.46348981251431676,0.41466498709991684,0.7269744007617981,9593,1,1,8.0,33639,3,1.0,1,0,2,0,0,0,0.40357932837321536,0.49858564693556834
0.7428268792497528,0.41467925184218163,0.9999614565573864,12611,1,1,8.0,82633,10,4.0,5,0,9,0,0,0,0.32435149808968433,0.7570455735987428
0.6021942931143077,0.41466763409656254,0.7269760221719268,17063,1,1,9.0,24617,4,1.0,2,0,2,1,0,0,0.5305650512768952,0.6269250916710319
0.42441218497754546,0.41465178591447843,0.6037621510236241,8371,2,1,10.0,3654928,89,15.0,65,0,20,68,0,1,0.6498089684295194,0.4619172341540073
0.6403685808769909,0.41471558112910567,0.6038012285975719,8675,2,1,10.0,3654928,89,15.0,65,0,25,63,1,0,0.5827468328976473,0.6622315348349921
0.3939542351024879,0.4147385190985528,0.5962334807538827,8108,2,1,6.0,644948,52,17.0,33,0,33,18,0,1,0.47868489845163886,0.43373493975903615
0.361702889199249,0.4147329289685345,0.5962300565359309,11689,2,1,6.0,644948,52,17.0,33,0,42,9,1,0,0.6202493464709431,0.39738082765845995
0.3812522742092892,0.4147346034276494,0.596231082221012,5648,4,1,8.0,2255556,98,31.0,61,0,28,69,0,3,0.2532676452845365,0.422420115243583
0.39059071884649865,0.4147187679058303,0.5962213822179866,9738,4,1,8.0,2255556,98,31.0,61,0,29,68,1,2,0.2635230243313895,0.3902566788894709
0.3954240161731164,0.4146929984091432,0.5962055971874279,13715,4,1,7.0,2255556,98,31.0,61,0,33,64,2,1,0.372209933641665,0.40942902042954427
0.46183774590572474,0.414734367950057,0.5962309379798948,10994,4,1,3.0,2255556,98,31.0,61,0,63,34,3,0,0.6408606474964811,0.4760607647983237
0.4441362873829096,0.4146786684909884,0.6514794459277714,18049,1,1,7.0,828888,38,9.0,28,0,6,31,0,0,0.6981701186406596,0.48067050811943424
0.5581550302708929,0.4146846144267421,0.7269864234239976,11376,1,1,8.0,496117,32,15.0,16,0,17,14,0,0,0.7214960788256586,0.5861707700366684
0.2524840051165033,0.4147413643318091,0.321825402695499,13265,4,1,1.0,2652986,69,8.0,55,1,29,39,0,3,0.5655539915543938,0.3030906233630173
0.35530703642305805,0.4146508987836741,0.3217699882860071,15506,4,1,2.0,2652986,69,8.0,55,1,37,31,1,2,0.6333199276090891,0.3821896280775275
0.40661939310527107,0.41466880014257324,0.3217809537115526,15823,4,1,2.0,2652986,69,8.0,55,1,41,27,2,1,0.6408606474964811,0.36846516500785753
0.45605108752686024,0.41466182033152843,0.39287197662005446,4595,4,1,1.0,2652986,69,8.0,55,1,53,15,3,0,0.7869495274482204,0.491042430591933
0.3961820979632921,0.41468379038588776,0.6468834290857217,11590,1,1,1.0,1281897,55,11.0,43,0,5,49,0,0,0.676352302433139,0.43394447354635934
